Localidad,Departamento,Provincia,Region,Anio,Poblacion Urbana
General Roca,Marcos Juárez,Córdoba,Centro,2001,2597
General Roca,Marcos Juárez,Córdoba,Centro,1991,2446
General Roca,Marcos Juárez,Córdoba,Centro,1980,2354
General Roca,Marcos Juárez,Córdoba,Centro,1970,2015
General Roca,Marcos Juárez,Córdoba,Centro,1960,1945
Sachayoj,Alberdi,Santiago del Estero,Pampeana,2010,2777
Sachayoj,Alberdi,Santiago del Estero,Pampeana,2001,2120
Sachayoj,Alberdi,Santiago del Estero,Pampeana,1991,1256
Sachayoj,Alberdi,Santiago del Estero,Pampeana,1980,590
Sachayoj,Alberdi,Santiago del Estero,Pampeana,1970,577
Sachayoj,Alberdi,Santiago del Estero,Pampeana,1960,570
Pascanas,Unión,Córdoba,Centro,2010,2763
Pascanas,Unión,Córdoba,Centro,2001,2567
Pascanas,Unión,Córdoba,Centro,1991,2199
Pascanas,Unión,Córdoba,Centro,1980,2049
Pascanas,Unión,Córdoba,Centro,1970,1872
Pascanas,Unión,Córdoba,Centro,1960,1760
Las Chacritas,9 de Julio,San Juan,Cuyo,2010,2760
Las Chacritas,9 de Julio,San Juan,Cuyo,2001,1572
Las Chacritas,9 de Julio,San Juan,Cuyo,1991,733
Las Chacritas,9 de Julio,San Juan,Cuyo,1980,617
Las Chacritas,9 de Julio,San Juan,Cuyo,1970,NA
Las Chacritas,9 de Julio,San Juan,Cuyo,1960,NA
Alejandro Petión  ,Cañuelas,Buenos Aires,Pampeana,2010,2759
Alejandro Petión  ,Cañuelas,Buenos Aires,Pampeana,2001,2874
Alejandro Petión  ,Cañuelas,Buenos Aires,Pampeana,1991,1152
Alejandro Petión  ,Cañuelas,Buenos Aires,Pampeana,1980,743
Alejandro Petión  ,Cañuelas,Buenos Aires,Pampeana,1970,736
Alejandro Petión  ,Cañuelas,Buenos Aires,Pampeana,1960,NA
Los Surgentes,Marcos Juárez,Córdoba,Centro,2010,2752
Los Surgentes,Marcos Juárez,Córdoba,Centro,2001,2804
Los Surgentes,Marcos Juárez,Córdoba,Centro,1991,2565
Los Surgentes,Marcos Juárez,Córdoba,Centro,1980,2272
Los Surgentes,Marcos Juárez,Córdoba,Centro,1970,2133
Los Surgentes,Marcos Juárez,Córdoba,Centro,1960,2243
Puerto Pinares,Eldorado,Misiones,Noreste,2010,2743
Puerto Pinares,Eldorado,Misiones,Noreste,2001,1196
Puerto Pinares,Eldorado,Misiones,Noreste,1991,890
Puerto Pinares,Eldorado,Misiones,Noreste,1980,NA
Puerto Pinares,Eldorado,Misiones,Noreste,1970,NA
Puerto Pinares,Eldorado,Misiones,Noreste,1960,NA
Unión,Gobernador Dupuy,San Luis,Centro,2010,2729
Unión,Gobernador Dupuy,San Luis,Centro,2001,2341
Unión,Gobernador Dupuy,San Luis,Centro,1991,1556
Unión,Gobernador Dupuy,San Luis,Centro,1980,988
Unión,Gobernador Dupuy,San Luis,Centro,1970,724
Unión,Gobernador Dupuy,San Luis,Centro,1960,630
Villa Clara,Villaguay,Entre Ríos,Pampeana,2010,2726
Villa Clara,Villaguay,Entre Ríos,Pampeana,2001,2627
Villa Clara,Villaguay,Entre Ríos,Pampeana,1991,2236
Villa Clara,Villaguay,Entre Ríos,Pampeana,1980,1856
Villa Clara,Villaguay,Entre Ríos,Pampeana,1970,1736
Villa Clara,Villaguay,Entre Ríos,Pampeana,1960,1557
Juan N. Fernández ,Necochea,Buenos Aires,Pampeana,2010,2721
Juan N. Fernández ,Necochea,Buenos Aires,Pampeana,2001,2886
Juan N. Fernández ,Necochea,Buenos Aires,Pampeana,1991,2771
Juan N. Fernández ,Necochea,Buenos Aires,Pampeana,1980,2878
Juan N. Fernández ,Necochea,Buenos Aires,Pampeana,1970,3021
Juan N. Fernández ,Necochea,Buenos Aires,Pampeana,1960,2816
Villa del Rosario,Federación,Entre Ríos,Pampeana,2010,2720
Villa del Rosario,Federación,Entre Ríos,Pampeana,2001,2289
Villa del Rosario,Federación,Entre Ríos,Pampeana,1991,1490
Villa del Rosario,Federación,Entre Ríos,Pampeana,1980,710
Villa del Rosario,Federación,Entre Ríos,Pampeana,1970,407
Villa del Rosario,Federación,Entre Ríos,Pampeana,1960,1206
Pampa Blanca,El Carmen,Jujuy,Noroeste,2010,2720
Pampa Blanca,El Carmen,Jujuy,Noroeste,2001,1992
Pampa Blanca,El Carmen,Jujuy,Noroeste,1991,627
Pampa Blanca,El Carmen,Jujuy,Noroeste,1980,275
Pampa Blanca,El Carmen,Jujuy,Noroeste,1970,336
Pampa Blanca,El Carmen,Jujuy,Noroeste,1960,259
La Verde,General Donovan,Chaco,Noreste,2010,2717
La Verde,General Donovan,Chaco,Noreste,2001,2486
La Verde,General Donovan,Chaco,Noreste,1991,2162
La Verde,General Donovan,Chaco,Noreste,1980,1696
La Verde,General Donovan,Chaco,Noreste,1970,965
La Verde,General Donovan,Chaco,Noreste,1960,1728
Villa Manzano,General Roca,Río Negro,Comahue,2010,2697
Villa Manzano,General Roca,Río Negro,Comahue,2001,1890
Villa Manzano,General Roca,Río Negro,Comahue,1991,1754
Villa Manzano,General Roca,Río Negro,Comahue,1980,1363
Villa Manzano,General Roca,Río Negro,Comahue,1970,909
Villa Manzano,General Roca,Río Negro,Comahue,1960,NA
Villa Ana,General Obligado,Santa Fe,Pampeana,2010,2696
Villa Ana,General Obligado,Santa Fe,Pampeana,2001,2920
Villa Ana,General Obligado,Santa Fe,Pampeana,1991,2407
Villa Ana,General Obligado,Santa Fe,Pampeana,1980,2053
Villa Ana,General Obligado,Santa Fe,Pampeana,1970,1208
Villa Ana,General Obligado,Santa Fe,Pampeana,1960,2897
Villa Cacique (Est. Alfredo Fortabat),Benito Juárez,Buenos Aires,Pampeana,2010,2689
Villa Cacique (Est. Alfredo Fortabat),Benito Juárez,Buenos Aires,Pampeana,2001,2013
Villa Cacique (Est. Alfredo Fortabat),Benito Juárez,Buenos Aires,Pampeana,1991,2475
Villa Cacique (Est. Alfredo Fortabat),Benito Juárez,Buenos Aires,Pampeana,1980,3269
Villa Cacique (Est. Alfredo Fortabat),Benito Juárez,Buenos Aires,Pampeana,1970,2490
Villa Cacique (Est. Alfredo Fortabat),Benito Juárez,Buenos Aires,Pampeana,1960,1124
Acheral,Monteros,Tucumán,Noroeste,2010,2683
Acheral,Monteros,Tucumán,Noroeste,2001,2093
Acheral,Monteros,Tucumán,Noroeste,1991,1726
Acheral,Monteros,Tucumán,Noroeste,1980,1571
Acheral,Monteros,Tucumán,Noroeste,1970,1833
Acheral,Monteros,Tucumán,Noroeste,1960,2207
La Playosa,General San Martín,Córdoba,Centro,2010,2672
La Playosa,General San Martín,Córdoba,Centro,2001,2376
La Playosa,General San Martín,Córdoba,Centro,1991,1844
La Playosa,General San Martín,Córdoba,Centro,1980,1805
La Playosa,General San Martín,Córdoba,Centro,1970,1649
La Playosa,General San Martín,Córdoba,Centro,1960,1233
Coronel Cornejo,Gral. José de San Martín,Salta,Noroeste,2010,2672
Coronel Cornejo,Gral. José de San Martín,Salta,Noroeste,2001,2267
Coronel Cornejo,Gral. José de San Martín,Salta,Noroeste,1991,1494
Coronel Cornejo,Gral. José de San Martín,Salta,Noroeste,1980,1814
Coronel Cornejo,Gral. José de San Martín,Salta,Noroeste,1970,1024
Coronel Cornejo,Gral. José de San Martín,Salta,Noroeste,1960,972
Dudignac,9 de Julio,Buenos Aires,Pampeana,2010,2670
Dudignac,9 de Julio,Buenos Aires,Pampeana,2001,2542
Dudignac,9 de Julio,Buenos Aires,Pampeana,1991,2506
Dudignac,9 de Julio,Buenos Aires,Pampeana,1980,2124
Dudignac,9 de Julio,Buenos Aires,Pampeana,1970,2377
Dudignac,9 de Julio,Buenos Aires,Pampeana,1960,1982
Torres,Luján,Buenos Aires,Pampeana,2010,2664
Torres,Luján,Buenos Aires,Pampeana,2001,1727
Torres,Luján,Buenos Aires,Pampeana,1991,1312
Torres,Luján,Buenos Aires,Pampeana,1980,2360
Torres,Luján,Buenos Aires,Pampeana,1970,2445
Torres,Luján,Buenos Aires,Pampeana,1960,2669
Napenay ,Independencia,Chaco,Noreste,2010,2661
Napenay ,Independencia,Chaco,Noreste,2001,1960
Napenay ,Independencia,Chaco,Noreste,1991,839
Napenay ,Independencia,Chaco,Noreste,1980,489
Napenay ,Independencia,Chaco,Noreste,1970,317
Napenay ,Independencia,Chaco,Noreste,1960,1300
Herradura,Laishi,Formosa,Noreste,2010,2660
Herradura,Laishi,Formosa,Noreste,2001,2333
Herradura,Laishi,Formosa,Noreste,1991,1533
Herradura,Laishi,Formosa,Noreste,1980,715
Herradura,Laishi,Formosa,Noreste,1970,497
Herradura,Laishi,Formosa,Noreste,1960,1679
Mariano Moreno,Zapala,Neuquén,Comahue,2010,2660
Mariano Moreno,Zapala,Neuquén,Comahue,2001,1982
Mariano Moreno,Zapala,Neuquén,Comahue,1991,1715
Mariano Moreno,Zapala,Neuquén,Comahue,1980,1561
Mariano Moreno,Zapala,Neuquén,Comahue,1970,657
Mariano Moreno,Zapala,Neuquén,Comahue,1960,568
Tío Pujio,General San Martín,Córdoba,Centro,2010,2655
Tío Pujio,General San Martín,Córdoba,Centro,2001,2383
Tío Pujio,General San Martín,Córdoba,Centro,1991,2015
Tío Pujio,General San Martín,Córdoba,Centro,1980,1731
Tío Pujio,General San Martín,Córdoba,Centro,1970,1421
Tío Pujio,General San Martín,Córdoba,Centro,1960,1159
Montes de Oca,Belgrano,Santa Fe,Pampeana,2010,2655
Montes de Oca,Belgrano,Santa Fe,Pampeana,2001,2609
Montes de Oca,Belgrano,Santa Fe,Pampeana,1991,2534
Montes de Oca,Belgrano,Santa Fe,Pampeana,1980,2217
Montes de Oca,Belgrano,Santa Fe,Pampeana,1970,1856
Montes de Oca,Belgrano,Santa Fe,Pampeana,1960,1493
Arroyo Cabral,General San Martín,Córdoba,Centro,2010,2654
Arroyo Cabral,General San Martín,Córdoba,Centro,2001,2727
Arroyo Cabral,General San Martín,Córdoba,Centro,1991,2320
Arroyo Cabral,General San Martín,Córdoba,Centro,1980,2007
Arroyo Cabral,General San Martín,Córdoba,Centro,1970,1617
Arroyo Cabral,General San Martín,Córdoba,Centro,1960,493
Urdampilleta,Bolívar,Buenos Aires,Pampeana,2010,2643
Urdampilleta,Bolívar,Buenos Aires,Pampeana,2001,2524
Urdampilleta,Bolívar,Buenos Aires,Pampeana,1991,2922
Urdampilleta,Bolívar,Buenos Aires,Pampeana,1980,2514
Urdampilleta,Bolívar,Buenos Aires,Pampeana,1970,2539
Urdampilleta,Bolívar,Buenos Aires,Pampeana,1960,2064
San Jerónimo Sud,San Lorenzo,Santa Fe,Pampeana,2010,2641
San Jerónimo Sud,San Lorenzo,Santa Fe,Pampeana,2001,2512
San Jerónimo Sud,San Lorenzo,Santa Fe,Pampeana,1991,2392
San Jerónimo Sud,San Lorenzo,Santa Fe,Pampeana,1980,2030
San Jerónimo Sud,San Lorenzo,Santa Fe,Pampeana,1970,1801
San Jerónimo Sud,San Lorenzo,Santa Fe,Pampeana,1960,1548
El Tala ,La Candelaria,Salta,Noroeste,2010,2632
El Tala ,La Candelaria,Salta,Noroeste,2001,2329
El Tala ,La Candelaria,Salta,Noroeste,1991,1889
El Tala ,La Candelaria,Salta,Noroeste,1980,1326
El Tala ,La Candelaria,Salta,Noroeste,1970,1102
El Tala ,La Candelaria,Salta,Noroeste,1960,1099
Estación Apóstoles ,Apóstoles,Misiones,Noreste,2010,2627
Estación Apóstoles ,Apóstoles,Misiones,Noreste,2001,2248
Estación Apóstoles ,Apóstoles,Misiones,Noreste,1991,799
Estación Apóstoles ,Apóstoles,Misiones,Noreste,1980,524
Estación Apóstoles ,Apóstoles,Misiones,Noreste,1970,561
Estación Apóstoles ,Apóstoles,Misiones,Noreste,1960,NA
Tolhuin,Río Grande,Tierra del Fuego,Patagonia,2010,2626
Tolhuin,Río Grande,Tierra del Fuego,Patagonia,2001,1201
Tolhuin,Río Grande,Tierra del Fuego,Patagonia,1991,445
Tolhuin,Río Grande,Tierra del Fuego,Patagonia,1980,NA
Tolhuin,Río Grande,Tierra del Fuego,Patagonia,1970,NA
Tolhuin,Río Grande,Tierra del Fuego,Patagonia,1960,NA
Rodeo ,Iglesia,San Juan,Cuyo,2010,2625
Rodeo ,Iglesia,San Juan,Cuyo,2001,2393
Rodeo ,Iglesia,San Juan,Cuyo,1991,1591
Rodeo ,Iglesia,San Juan,Cuyo,1980,1071
Rodeo ,Iglesia,San Juan,Cuyo,1970,705
Rodeo ,Iglesia,San Juan,Cuyo,1960,832
Cachi,Cachi,Salta,Noroeste,2010,2616
Cachi,Cachi,Salta,Noroeste,2001,2189
Cachi,Cachi,Salta,Noroeste,1991,1434
Cachi,Cachi,Salta,Noroeste,1980,1143
Cachi,Cachi,Salta,Noroeste,1970,1018
Cachi,Cachi,Salta,Noroeste,1960,491
Ordoñez,Unión,Córdoba,Centro,2010,2609
Ordoñez,Unión,Córdoba,Centro,2001,2328
Ordoñez,Unión,Córdoba,Centro,1991,2278
Ordoñez,Unión,Córdoba,Centro,1980,1745
Ordoñez,Unión,Córdoba,Centro,1970,1549
Ordoñez,Unión,Córdoba,Centro,1960,1642
Gobernador Castro,San Pedro,Buenos Aires,Pampeana,2010,2607
Gobernador Castro,San Pedro,Buenos Aires,Pampeana,2001,2604
Gobernador Castro,San Pedro,Buenos Aires,Pampeana,1991,2127
Gobernador Castro,San Pedro,Buenos Aires,Pampeana,1980,1410
Gobernador Castro,San Pedro,Buenos Aires,Pampeana,1970,850
Gobernador Castro,San Pedro,Buenos Aires,Pampeana,1960,1111
Villa Trinidad,San Cristóbal,Santa Fe,Pampeana,2010,2606
Villa Trinidad,San Cristóbal,Santa Fe,Pampeana,2001,2256
Villa Trinidad,San Cristóbal,Santa Fe,Pampeana,1991,1609
Villa Trinidad,San Cristóbal,Santa Fe,Pampeana,1980,1120
Villa Trinidad,San Cristóbal,Santa Fe,Pampeana,1970,916
Villa Trinidad,San Cristóbal,Santa Fe,Pampeana,1960,1387
Sierra de la Ventana- Villa Arcadia,Coronel Suárez,Buenos Aires,Pampeana,2010,2599
Sierra de la Ventana- Villa Arcadia,Coronel Suárez,Buenos Aires,Pampeana,2001,1819
Sierra de la Ventana- Villa Arcadia,Coronel Suárez,Buenos Aires,Pampeana,1991,1149
Sierra de la Ventana- Villa Arcadia,Coronel Suárez,Buenos Aires,Pampeana,1980,849
Sierra de la Ventana- Villa Arcadia,Coronel Suárez,Buenos Aires,Pampeana,1970,607
Sierra de la Ventana- Villa Arcadia,Coronel Suárez,Buenos Aires,Pampeana,1960,628
Tacuarendí (Emb. Kilómetro 421),General Obligado,Santa Fe,Pampeana,2010,2586
Tacuarendí (Emb. Kilómetro 421),General Obligado,Santa Fe,Pampeana,2001,2301
Tacuarendí (Emb. Kilómetro 421),General Obligado,Santa Fe,Pampeana,1991,1130
Tacuarendí (Emb. Kilómetro 421),General Obligado,Santa Fe,Pampeana,1980,822
Tacuarendí (Emb. Kilómetro 421),General Obligado,Santa Fe,Pampeana,1970,1119
Tacuarendí (Emb. Kilómetro 421),General Obligado,Santa Fe,Pampeana,1960,2838
Garza,Sarmiento,Santiago del Estero,Pampeana,2010,2584
Garza,Sarmiento,Santiago del Estero,Pampeana,2001,2295
Garza,Sarmiento,Santiago del Estero,Pampeana,1991,1663
Garza,Sarmiento,Santiago del Estero,Pampeana,1980,1253
Garza,Sarmiento,Santiago del Estero,Pampeana,1970,954
Garza,Sarmiento,Santiago del Estero,Pampeana,1960,632
San Antonio de Obligado,General Obligado,Santa Fe,Pampeana,2010,2579
San Antonio de Obligado,General Obligado,Santa Fe,Pampeana,2001,2262
San Antonio de Obligado,General Obligado,Santa Fe,Pampeana,1991,1549
San Antonio de Obligado,General Obligado,Santa Fe,Pampeana,1980,1117
San Antonio de Obligado,General Obligado,Santa Fe,Pampeana,1970,878
San Antonio de Obligado,General Obligado,Santa Fe,Pampeana,1960,1375
General San Martín  (Est. Villa Alba),Hucal,La Pampa,Pampeana,2010,2576
General San Martín  (Est. Villa Alba),Hucal,La Pampa,Pampeana,2001,2548
General San Martín  (Est. Villa Alba),Hucal,La Pampa,Pampeana,1991,2381
General San Martín  (Est. Villa Alba),Hucal,La Pampa,Pampeana,1980,2168
General San Martín  (Est. Villa Alba),Hucal,La Pampa,Pampeana,1970,1883
General San Martín  (Est. Villa Alba),Hucal,La Pampa,Pampeana,1960,2187
Los Telares,Salavina,Santiago del Estero,Pampeana,2010,2573
Los Telares,Salavina,Santiago del Estero,Pampeana,2001,2032
Los Telares,Salavina,Santiago del Estero,Pampeana,1991,1338
Los Telares,Salavina,Santiago del Estero,Pampeana,1980,1191
Los Telares,Salavina,Santiago del Estero,Pampeana,1970,931
Los Telares,Salavina,Santiago del Estero,Pampeana,1960,1033
Ricardone,San Lorenzo,Santa Fe,Pampeana,2010,2570
Ricardone,San Lorenzo,Santa Fe,Pampeana,2001,1475
Ricardone,San Lorenzo,Santa Fe,Pampeana,1991,628
Ricardone,San Lorenzo,Santa Fe,Pampeana,1980,373
Ricardone,San Lorenzo,Santa Fe,Pampeana,1970,NA
Ricardone,San Lorenzo,Santa Fe,Pampeana,1960,690
San Lorenzo,Saladas,Corrientes,Noreste,2010,2569
San Lorenzo,Saladas,Corrientes,Noreste,2001,2098
San Lorenzo,Saladas,Corrientes,Noreste,1991,1586
San Lorenzo,Saladas,Corrientes,Noreste,1980,1100
San Lorenzo,Saladas,Corrientes,Noreste,1970,836
San Lorenzo,Saladas,Corrientes,Noreste,1960,800
San Cosme,San Cosme,Corrientes,Noreste,2010,2563
San Cosme,San Cosme,Corrientes,Noreste,2001,1989
San Cosme,San Cosme,Corrientes,Noreste,1991,1408
San Cosme,San Cosme,Corrientes,Noreste,1980,954
San Cosme,San Cosme,Corrientes,Noreste,1970,856
San Cosme,San Cosme,Corrientes,Noreste,1960,496
Aguas Calientes ,El Carmen,Jujuy,Noroeste,2010,2563
Aguas Calientes ,El Carmen,Jujuy,Noroeste,2001,1723
Aguas Calientes ,El Carmen,Jujuy,Noroeste,1991,178
Aguas Calientes ,El Carmen,Jujuy,Noroeste,1980,NA
Aguas Calientes ,El Carmen,Jujuy,Noroeste,1970,1002
Aguas Calientes ,El Carmen,Jujuy,Noroeste,1960,NA
Villa Don Bosco  (Est. Angaco Sud),San Martín,San Juan,Cuyo,2010,2557
Villa Don Bosco  (Est. Angaco Sud),San Martín,San Juan,Cuyo,2001,2107
Villa Don Bosco  (Est. Angaco Sud),San Martín,San Juan,Cuyo,1991,1551
Villa Don Bosco  (Est. Angaco Sud),San Martín,San Juan,Cuyo,1980,995
Villa Don Bosco  (Est. Angaco Sud),San Martín,San Juan,Cuyo,1970,NA
Villa Don Bosco  (Est. Angaco Sud),San Martín,San Juan,Cuyo,1960,NA
Tres Porteñas,San Martín,Mendoza,Cuyo,2010,2545
Tres Porteñas,San Martín,Mendoza,Cuyo,2001,2160
Tres Porteñas,San Martín,Mendoza,Cuyo,1991,1560
Tres Porteñas,San Martín,Mendoza,Cuyo,1980,854
Tres Porteñas,San Martín,Mendoza,Cuyo,1970,495
Tres Porteñas,San Martín,Mendoza,Cuyo,1960,NA
Santa Clara de Buena Vista,Las Colonias,Santa Fe,Pampeana,2010,2540
Santa Clara de Buena Vista,Las Colonias,Santa Fe,Pampeana,2001,2439
Santa Clara de Buena Vista,Las Colonias,Santa Fe,Pampeana,1991,2102
Santa Clara de Buena Vista,Las Colonias,Santa Fe,Pampeana,1980,1890
Santa Clara de Buena Vista,Las Colonias,Santa Fe,Pampeana,1970,1613
Santa Clara de Buena Vista,Las Colonias,Santa Fe,Pampeana,1960,1456
Santa Isabel,Chalileo,La Pampa,Pampeana,2010,2526
Santa Isabel,Chalileo,La Pampa,Pampeana,2001,1895
Santa Isabel,Chalileo,La Pampa,Pampeana,1991,1267
Santa Isabel,Chalileo,La Pampa,Pampeana,1980,780
Santa Isabel,Chalileo,La Pampa,Pampeana,1970,403
Santa Isabel,Chalileo,La Pampa,Pampeana,1960,706
Guandacol,Coronel Felipe Varela,La Rioja,Centro,2010,2525
Guandacol,Coronel Felipe Varela,La Rioja,Centro,2001,2651
Guandacol,Coronel Felipe Varela,La Rioja,Centro,1991,2094
Guandacol,Coronel Felipe Varela,La Rioja,Centro,1980,1346
Guandacol,Coronel Felipe Varela,La Rioja,Centro,1970,1073
Guandacol,Coronel Felipe Varela,La Rioja,Centro,1960,1939
María Magdalena,Eldorado,Misiones,Noreste,2010,2525
María Magdalena,Eldorado,Misiones,Noreste,2001,1842
María Magdalena,Eldorado,Misiones,Noreste,1991,1327
María Magdalena,Eldorado,Misiones,Noreste,1980,NA
María Magdalena,Eldorado,Misiones,Noreste,1970,NA
María Magdalena,Eldorado,Misiones,Noreste,1960,NA
El Piquete,Santa Bárbara,Jujuy,Noroeste,2010,2521
El Piquete,Santa Bárbara,Jujuy,Noroeste,2001,2182
El Piquete,Santa Bárbara,Jujuy,Noroeste,1991,1660
El Piquete,Santa Bárbara,Jujuy,Noroeste,1980,1121
El Piquete,Santa Bárbara,Jujuy,Noroeste,1970,786
El Piquete,Santa Bárbara,Jujuy,Noroeste,1960,3414
Peyrano,Constitución,Santa Fe,Pampeana,2010,2517
Peyrano,Constitución,Santa Fe,Pampeana,2001,2565
Peyrano,Constitución,Santa Fe,Pampeana,1991,2529
Peyrano,Constitución,Santa Fe,Pampeana,1980,2423
Peyrano,Constitución,Santa Fe,Pampeana,1970,2005
Peyrano,Constitución,Santa Fe,Pampeana,1960,1825
Barrio Puente 83 ,General Roca,Río Negro,Comahue,2010,2512
Barrio Puente 83 ,General Roca,Río Negro,Comahue,2001,2379
Barrio Puente 83 ,General Roca,Río Negro,Comahue,1991,1677
Barrio Puente 83 ,General Roca,Río Negro,Comahue,1980,652
Barrio Puente 83 ,General Roca,Río Negro,Comahue,1970,NA
Barrio Puente 83 ,General Roca,Río Negro,Comahue,1960,NA
Santa Rosa ,Santa Rosa,Mendoza,Cuyo,2010,2509
Santa Rosa ,Santa Rosa,Mendoza,Cuyo,2001,1929
Santa Rosa ,Santa Rosa,Mendoza,Cuyo,1991,1526
Santa Rosa ,Santa Rosa,Mendoza,Cuyo,1980,1136
Santa Rosa ,Santa Rosa,Mendoza,Cuyo,1970,682
Santa Rosa ,Santa Rosa,Mendoza,Cuyo,1960,607
Chavarría,San Roque,Corrientes,Noreste,2010,2506
Chavarría,San Roque,Corrientes,Noreste,2001,2031
Chavarría,San Roque,Corrientes,Noreste,1991,1767
Chavarría,San Roque,Corrientes,Noreste,1980,1409
Chavarría,San Roque,Corrientes,Noreste,1970,792
Chavarría,San Roque,Corrientes,Noreste,1960,993
Pila,Pila,Buenos Aires,Pampeana,2010,2502
Pila,Pila,Buenos Aires,Pampeana,2001,2085
Pila,Pila,Buenos Aires,Pampeana,1991,1426
Pila,Pila,Buenos Aires,Pampeana,1980,1266
Pila,Pila,Buenos Aires,Pampeana,1970,1054
Pila,Pila,Buenos Aires,Pampeana,1960,906
Jeppener,Brandsen,Buenos Aires,Pampeana,2010,2496
Jeppener,Brandsen,Buenos Aires,Pampeana,2001,2142
Jeppener,Brandsen,Buenos Aires,Pampeana,1991,1691
Jeppener,Brandsen,Buenos Aires,Pampeana,1980,1550
Jeppener,Brandsen,Buenos Aires,Pampeana,1970,1067
Jeppener,Brandsen,Buenos Aires,Pampeana,1960,1302
Saturnino María Laspiur,San Justo,Córdoba,Centro,2010,2496
Saturnino María Laspiur,San Justo,Córdoba,Centro,2001,2316
Saturnino María Laspiur,San Justo,Córdoba,Centro,1991,2176
Saturnino María Laspiur,San Justo,Córdoba,Centro,1980,1845
Saturnino María Laspiur,San Justo,Córdoba,Centro,1970,1650
Saturnino María Laspiur,San Justo,Córdoba,Centro,1960,1445
Maquinchao,25 de Mayo,Río Negro,Comahue,2010,2494
Maquinchao,25 de Mayo,Río Negro,Comahue,2001,2179
Maquinchao,25 de Mayo,Río Negro,Comahue,1991,1918
Maquinchao,25 de Mayo,Río Negro,Comahue,1980,1299
Maquinchao,25 de Mayo,Río Negro,Comahue,1970,1495
Maquinchao,25 de Mayo,Río Negro,Comahue,1960,1851
Villa Parque Santa Ana,Santa María,Córdoba,Centro,2010,2491
Villa Parque Santa Ana,Santa María,Córdoba,Centro,2001,1759
Villa Parque Santa Ana,Santa María,Córdoba,Centro,1991,1133
Villa Parque Santa Ana,Santa María,Córdoba,Centro,1980,616
Villa Parque Santa Ana,Santa María,Córdoba,Centro,1970,NA
Villa Parque Santa Ana,Santa María,Córdoba,Centro,1960,NA
General O'Brien ,Bragado,Buenos Aires,Pampeana,2010,2488
General O'Brien ,Bragado,Buenos Aires,Pampeana,2001,2266
General O'Brien ,Bragado,Buenos Aires,Pampeana,1991,2245
General O'Brien ,Bragado,Buenos Aires,Pampeana,1980,2103
General O'Brien ,Bragado,Buenos Aires,Pampeana,1970,1771
General O'Brien ,Bragado,Buenos Aires,Pampeana,1960,1189
Sebastián Elcano,Río Seco,Córdoba,Centro,2010,2481
Sebastián Elcano,Río Seco,Córdoba,Centro,2001,2042
Sebastián Elcano,Río Seco,Córdoba,Centro,1991,1502
Sebastián Elcano,Río Seco,Córdoba,Centro,1980,924
Sebastián Elcano,Río Seco,Córdoba,Centro,1970,859
Sebastián Elcano,Río Seco,Córdoba,Centro,1960,1010
Andacollo,Minas,Neuquén,Comahue,2010,2481
Andacollo,Minas,Neuquén,Comahue,2001,2321
Andacollo,Minas,Neuquén,Comahue,1991,1414
Andacollo,Minas,Neuquén,Comahue,1980,600
Andacollo,Minas,Neuquén,Comahue,1970,244
Andacollo,Minas,Neuquén,Comahue,1960,587
Laguna Naick-Neck,Pilcomayo,Formosa,Noreste,2010,2479
Laguna Naick-Neck,Pilcomayo,Formosa,Noreste,2001,2115
Laguna Naick-Neck,Pilcomayo,Formosa,Noreste,1991,1271
Laguna Naick-Neck,Pilcomayo,Formosa,Noreste,1980,288
Laguna Naick-Neck,Pilcomayo,Formosa,Noreste,1970,NA
Laguna Naick-Neck,Pilcomayo,Formosa,Noreste,1960,1445
Corpus,San Ignacio,Misiones,Noreste,2010,2475
Corpus,San Ignacio,Misiones,Noreste,2001,2031
Corpus,San Ignacio,Misiones,Noreste,1991,1771
Corpus,San Ignacio,Misiones,Noreste,1980,1373
Corpus,San Ignacio,Misiones,Noreste,1970,1025
Corpus,San Ignacio,Misiones,Noreste,1960,1414
Leandro N. Alem,Leandro N. Alem,Buenos Aires,Pampeana,2010,2468
Leandro N. Alem,Leandro N. Alem,Buenos Aires,Pampeana,2001,2541
Leandro N. Alem,Leandro N. Alem,Buenos Aires,Pampeana,1991,2518
Leandro N. Alem,Leandro N. Alem,Buenos Aires,Pampeana,1980,2387
Leandro N. Alem,Leandro N. Alem,Buenos Aires,Pampeana,1970,2153
Leandro N. Alem,Leandro N. Alem,Buenos Aires,Pampeana,1960,1780
Famatina ,Famatina,La Rioja,Centro,2010,2466
Famatina ,Famatina,La Rioja,Centro,2001,2492
Famatina ,Famatina,La Rioja,Centro,1991,1934
Famatina ,Famatina,La Rioja,Centro,1980,1760
Famatina ,Famatina,La Rioja,Centro,1970,1204
Famatina ,Famatina,La Rioja,Centro,1960,1330
General Rojo ,San Nicolás,Buenos Aires,Pampeana,2010,2464
General Rojo ,San Nicolás,Buenos Aires,Pampeana,2001,2466
General Rojo ,San Nicolás,Buenos Aires,Pampeana,1991,2531
General Rojo ,San Nicolás,Buenos Aires,Pampeana,1980,2486
General Rojo ,San Nicolás,Buenos Aires,Pampeana,1970,2229
General Rojo ,San Nicolás,Buenos Aires,Pampeana,1960,2042
Candelaria,Ayacucho,San Luis,Centro,2010,2462
Candelaria,Ayacucho,San Luis,Centro,2001,2269
