Localidad,Departamento,Provincia,Region,Anio,Poblacion Urbana
Concepción - San Roque,Chicligasta,Tucumán,Noroeste,1991,38273
Concepción - San Roque,Chicligasta,Tucumán,Noroeste,1980,29355
Concepción - San Roque,Chicligasta,Tucumán,Noroeste,1970,20694
Concepción - San Roque,Chicligasta,Tucumán,Noroeste,1960,17076
Cutral Có - Plaza Huincul ,Confluencia,Neuquén,Comahue,2010,48637
Cutral Có - Plaza Huincul ,Confluencia,Neuquén,Comahue,2001,45768
Cutral Có - Plaza Huincul ,Confluencia,Neuquén,Comahue,1991,44711
Cutral Có - Plaza Huincul ,Confluencia,Neuquén,Comahue,1980,33997
Cutral Có - Plaza Huincul ,Confluencia,Neuquén,Comahue,1970,24092
Cutral Có - Plaza Huincul ,Confluencia,Neuquén,Comahue,1960,11671
Alta Gracia,Santa María,Córdoba,Centro,2010,48140
Alta Gracia,Santa María,Córdoba,Centro,2001,42538
Alta Gracia,Santa María,Córdoba,Centro,1991,37248
Alta Gracia,Santa María,Córdoba,Centro,1980,30668
Alta Gracia,Santa María,Córdoba,Centro,1970,24371
Alta Gracia,Santa María,Córdoba,Centro,1960,19366
Jesús María - Colonia Caroya ,Colón,Córdoba,Centro,2010,47770
Jesús María - Colonia Caroya ,Colón,Córdoba,Centro,2001,40631
Jesús María - Colonia Caroya ,Colón,Córdoba,Centro,1991,31444
Jesús María - Colonia Caroya ,Colón,Córdoba,Centro,1980,23195
Jesús María - Colonia Caroya ,Colón,Córdoba,Centro,1970,18682
Jesús María - Colonia Caroya ,Colón,Córdoba,Centro,1960,12556
San Pedro,San Pedro,Buenos Aires,Pampeana,2010,47452
San Pedro,San Pedro,Buenos Aires,Pampeana,2001,42151
San Pedro,San Pedro,Buenos Aires,Pampeana,1991,36841
San Pedro,San Pedro,Buenos Aires,Pampeana,1980,27375
San Pedro,San Pedro,Buenos Aires,Pampeana,1970,23365
San Pedro,San Pedro,Buenos Aires,Pampeana,1960,17960
Villa Constitución,Constitución,Santa Fe,Pampeana,2010,47374
Villa Constitución,Constitución,Santa Fe,Pampeana,2001,44144
Villa Constitución,Constitución,Santa Fe,Pampeana,1991,41161
Villa Constitución,Constitución,Santa Fe,Pampeana,1980,36338
Villa Constitución,Constitución,Santa Fe,Pampeana,1970,25148
Villa Constitución,Constitución,Santa Fe,Pampeana,1960,14480
Tres Arroyos,Tres Arroyos,Buenos Aires,Pampeana,2010,46867
Tres Arroyos,Tres Arroyos,Buenos Aires,Pampeana,2001,45986
Tres Arroyos,Tres Arroyos,Buenos Aires,Pampeana,1991,44923
Tres Arroyos,Tres Arroyos,Buenos Aires,Pampeana,1980,41265
Tres Arroyos,Tres Arroyos,Buenos Aires,Pampeana,1970,37991
Tres Arroyos,Tres Arroyos,Buenos Aires,Pampeana,1960,34139
Libertador Gral. San Martín (Est. Ledesma) ,Ledesma,Jujuy,Noroeste,2010,46642
Libertador Gral. San Martín (Est. Ledesma) ,Ledesma,Jujuy,Noroeste,2001,43701
Libertador Gral. San Martín (Est. Ledesma) ,Ledesma,Jujuy,Noroeste,1991,41135
Libertador Gral. San Martín (Est. Ledesma) ,Ledesma,Jujuy,Noroeste,1980,35287
Libertador Gral. San Martín (Est. Ledesma) ,Ledesma,Jujuy,Noroeste,1970,16225
Libertador Gral. San Martín (Est. Ledesma) ,Ledesma,Jujuy,Noroeste,1960,11922
Río Tercero,Tercero Arriba,Córdoba,Centro,2010,46421
Río Tercero,Tercero Arriba,Córdoba,Centro,2001,44715
Río Tercero,Tercero Arriba,Córdoba,Centro,1991,42657
Río Tercero,Tercero Arriba,Córdoba,Centro,1980,34745
Río Tercero,Tercero Arriba,Córdoba,Centro,1970,21907
Río Tercero,Tercero Arriba,Córdoba,Centro,1960,18512
Perico,El Carmen,Jujuy,Noroeste,2010,44750
Perico,El Carmen,Jujuy,Noroeste,2001,36320
Perico,El Carmen,Jujuy,Noroeste,1991,25749
Perico,El Carmen,Jujuy,Noroeste,1980,13990
Perico,El Carmen,Jujuy,Noroeste,1970,7683
Perico,El Carmen,Jujuy,Noroeste,1960,4125
Paso de los Libres,Paso de los Libres,Corrientes,Noreste,2010,43251
Paso de los Libres,Paso de los Libres,Corrientes,Noreste,2001,40494
Paso de los Libres,Paso de los Libres,Corrientes,Noreste,1991,33967
Paso de los Libres,Paso de los Libres,Corrientes,Noreste,1980,24112
Paso de los Libres,Paso de los Libres,Corrientes,Noreste,1970,17341
Paso de los Libres,Paso de los Libres,Corrientes,Noreste,1960,15054
Villa Dolores - Villa Sarmiento - San Pedro - Villa de las Rosas ,NA,Córdoba,Centro,2010,42244
Villa Dolores - Villa Sarmiento - San Pedro - Villa de las Rosas ,NA,Córdoba,Centro,2001,39262
Villa Dolores - Villa Sarmiento - San Pedro - Villa de las Rosas ,NA,Córdoba,Centro,1991,34746
Villa Dolores - Villa Sarmiento - San Pedro - Villa de las Rosas ,NA,Córdoba,Centro,1980,24976
Villa Dolores - Villa Sarmiento - San Pedro - Villa de las Rosas ,NA,Córdoba,Centro,1970,23410
Villa Dolores - Villa Sarmiento - San Pedro - Villa de las Rosas ,NA,Córdoba,Centro,1960,20688
Villa Angela,Mayor Luis J. Fontana,Chaco,Noreste,2010,41403
Villa Angela,Mayor Luis J. Fontana,Chaco,Noreste,2001,38020
Villa Angela,Mayor Luis J. Fontana,Chaco,Noreste,1991,28779
Villa Angela,Mayor Luis J. Fontana,Chaco,Noreste,1980,25744
Villa Angela,Mayor Luis J. Fontana,Chaco,Noreste,1970,17091
Villa Angela,Mayor Luis J. Fontana,Chaco,Noreste,1960,17100
Puerto Iguazú ,Iguazú,Misiones,Noreste,2010,41062
Puerto Iguazú ,Iguazú,Misiones,Noreste,2001,31515
Puerto Iguazú ,Iguazú,Misiones,Noreste,1991,27984
Puerto Iguazú ,Iguazú,Misiones,Noreste,1980,9151
Puerto Iguazú ,Iguazú,Misiones,Noreste,1970,3001
Puerto Iguazú ,Iguazú,Misiones,Noreste,1960,2547
Gualeguay,Gualeguay,Entre Ríos,Pampeana,2010,40507
Gualeguay,Gualeguay,Entre Ríos,Pampeana,2001,35963
Gualeguay,Gualeguay,Entre Ríos,Pampeana,1991,30389
Gualeguay,Gualeguay,Entre Ríos,Pampeana,1980,24867
Gualeguay,Gualeguay,Entre Ríos,Pampeana,1970,20401
Gualeguay,Gualeguay,Entre Ríos,Pampeana,1960,19000
Esperanza ,Las Colonias,Santa Fe,Pampeana,2010,40145
Esperanza ,Las Colonias,Santa Fe,Pampeana,2001,33672
Esperanza ,Las Colonias,Santa Fe,Pampeana,1991,28630
Esperanza ,Las Colonias,Santa Fe,Pampeana,1980,23277
Esperanza ,Las Colonias,Santa Fe,Pampeana,1970,17636
Esperanza ,Las Colonias,Santa Fe,Pampeana,1960,14572
Tafí Viejo ,Tafí Viejo,Tucumán,Noroeste,2010,39601
Tafí Viejo ,Tafí Viejo,Tucumán,Noroeste,2001,36695
Tafí Viejo ,Tafí Viejo,Tucumán,Noroeste,1991,30558
Tafí Viejo ,Tafí Viejo,Tucumán,Noroeste,1980,26660
Tafí Viejo ,Tafí Viejo,Tucumán,Noroeste,1970,21602
Tafí Viejo ,Tafí Viejo,Tucumán,Noroeste,1960,21197
Chacabuco,Chacabuco,Buenos Aires,Pampeana,2010,38418
Chacabuco,Chacabuco,Buenos Aires,Pampeana,2001,34958
Chacabuco,Chacabuco,Buenos Aires,Pampeana,1991,30535
Chacabuco,Chacabuco,Buenos Aires,Pampeana,1980,26860
Chacabuco,Chacabuco,Buenos Aires,Pampeana,1970,20801
Chacabuco,Chacabuco,Buenos Aires,Pampeana,1960,16066
Balcarce,Balcarce,Buenos Aires,Pampeana,2010,38376
Balcarce,Balcarce,Buenos Aires,Pampeana,2001,35150
Balcarce,Balcarce,Buenos Aires,Pampeana,1991,31807
Balcarce,Balcarce,Buenos Aires,Pampeana,1980,29406
Balcarce,Balcarce,Buenos Aires,Pampeana,1970,26461
Balcarce,Balcarce,Buenos Aires,Pampeana,1960,23000
Cosquín - Santa María de Punilla - Bialet Massé ,Punilla,Córdoba,Centro,2010,37273
Cosquín - Santa María de Punilla - Bialet Massé ,Punilla,Córdoba,Centro,2001,32567
Cosquín - Santa María de Punilla - Bialet Massé ,Punilla,Córdoba,Centro,1991,26319
Cosquín - Santa María de Punilla - Bialet Massé ,Punilla,Córdoba,Centro,1980,21074
Cosquín - Santa María de Punilla - Bialet Massé ,Punilla,Córdoba,Centro,1970,16563
Cosquín - Santa María de Punilla - Bialet Massé ,Punilla,Córdoba,Centro,1960,14380
9 de Julio,9 de Julio,Buenos Aires,Pampeana,2010,36494
9 de Julio,9 de Julio,Buenos Aires,Pampeana,2001,34350
9 de Julio,9 de Julio,Buenos Aires,Pampeana,1991,30356
9 de Julio,9 de Julio,Buenos Aires,Pampeana,1980,26691
9 de Julio,9 de Julio,Buenos Aires,Pampeana,1970,19762
9 de Julio,9 de Julio,Buenos Aires,Pampeana,1960,17768
La Falda - Huerta Grande - Valle Hermoso ,Punilla,Córdoba,Centro,2010,35821
La Falda - Huerta Grande - Valle Hermoso ,Punilla,Córdoba,Centro,2001,31380
La Falda - Huerta Grande - Valle Hermoso ,Punilla,Córdoba,Centro,1991,27270
La Falda - Huerta Grande - Valle Hermoso ,Punilla,Córdoba,Centro,1980,23298
La Falda - Huerta Grande - Valle Hermoso ,Punilla,Córdoba,Centro,1970,17901
La Falda - Huerta Grande - Valle Hermoso ,Punilla,Córdoba,Centro,1960,16071
Casilda,Caseros,Santa Fe,Pampeana,2010,34703
Casilda,Caseros,Santa Fe,Pampeana,2001,31127
Casilda,Caseros,Santa Fe,Pampeana,1991,28580
Casilda,Caseros,Santa Fe,Pampeana,1980,23074
Casilda,Caseros,Santa Fe,Pampeana,1970,19240
Casilda,Caseros,Santa Fe,Pampeana,1960,16076
Curuzú Cuatiá,Curuzú Cuatiá,Corrientes,Noreste,2010,34470
Curuzú Cuatiá,Curuzú Cuatiá,Corrientes,Noreste,2001,31875
Curuzú Cuatiá,Curuzú Cuatiá,Corrientes,Noreste,1991,28806
Curuzú Cuatiá,Curuzú Cuatiá,Corrientes,Noreste,1980,24955
Curuzú Cuatiá,Curuzú Cuatiá,Corrientes,Noreste,1970,20636
Curuzú Cuatiá,Curuzú Cuatiá,Corrientes,Noreste,1960,16567
Río Segundo - Pilar ,Río Segundo,Córdoba,Centro,2010,34448
Río Segundo - Pilar ,Río Segundo,Córdoba,Centro,2001,30643
Río Segundo - Pilar ,Río Segundo,Córdoba,Centro,1991,24918
Río Segundo - Pilar ,Río Segundo,Córdoba,Centro,1980,19938
Río Segundo - Pilar ,Río Segundo,Córdoba,Centro,1970,14372
Río Segundo - Pilar ,Río Segundo,Córdoba,Centro,1960,10975
Bell Ville,Unión,Córdoba,Centro,2010,33835
Bell Ville,Unión,Córdoba,Centro,2001,32066
Bell Ville,Unión,Córdoba,Centro,1991,29793
Bell Ville,Unión,Córdoba,Centro,1980,26494
Bell Ville,Unión,Córdoba,Centro,1970,22528
Bell Ville,Unión,Córdoba,Centro,1960,19269
Chilecito,Chilecito,La Rioja,Centro,2010,33724
Chilecito,Chilecito,La Rioja,Centro,2001,29453
Chilecito,Chilecito,La Rioja,Centro,1991,22485
Chilecito,Chilecito,La Rioja,Centro,1980,15138
Chilecito,Chilecito,La Rioja,Centro,1970,13142
Chilecito,Chilecito,La Rioja,Centro,1960,11372
Chascomús,Chascomús,Buenos Aires,Pampeana,2010,33607
Chascomús,Chascomús,Buenos Aires,Pampeana,2001,30670
Chascomús,Chascomús,Buenos Aires,Pampeana,1991,25264
Chascomús,Chascomús,Buenos Aires,Pampeana,1980,20964
Chascomús,Chascomús,Buenos Aires,Pampeana,1970,15000
Chascomús,Chascomús,Buenos Aires,Pampeana,1960,12026
Mercedes,Mercedes,Corrientes,Noreste,2010,33551
Mercedes,Mercedes,Corrientes,Noreste,2001,30961
Mercedes,Mercedes,Corrientes,Noreste,1991,24982
Mercedes,Mercedes,Corrientes,Noreste,1980,20603
Mercedes,Mercedes,Corrientes,Noreste,1970,18476
Mercedes,Mercedes,Corrientes,Noreste,1960,13368
Trenque Lauquen,Trenque Lauquen,Buenos Aires,Pampeana,2010,33442
Trenque Lauquen,Trenque Lauquen,Buenos Aires,Pampeana,2001,30764
Trenque Lauquen,Trenque Lauquen,Buenos Aires,Pampeana,1991,25903
Trenque Lauquen,Trenque Lauquen,Buenos Aires,Pampeana,1980,23038
Trenque Lauquen,Trenque Lauquen,Buenos Aires,Pampeana,1970,18169
Trenque Lauquen,Trenque Lauquen,Buenos Aires,Pampeana,1960,14970
Bragado,Bragado,Buenos Aires,Pampeana,2010,33222
Bragado,Bragado,Buenos Aires,Pampeana,2001,32830
Bragado,Bragado,Buenos Aires,Pampeana,1991,31224
Bragado,Bragado,Buenos Aires,Pampeana,1980,27244
Bragado,Bragado,Buenos Aires,Pampeana,1970,23366
Bragado,Bragado,Buenos Aires,Pampeana,1960,20689
Centenario ,Confluencia,Neuquén,Comahue,2010,32928
Centenario ,Confluencia,Neuquén,Comahue,2001,26843
Centenario ,Confluencia,Neuquén,Comahue,1991,20675
Centenario ,Confluencia,Neuquén,Comahue,1980,10453
Centenario ,Confluencia,Neuquén,Comahue,1970,4291
Centenario ,Confluencia,Neuquén,Comahue,1960,2332
Aguilares,Río Chico,Tucumán,Noroeste,2010,32908
Aguilares,Río Chico,Tucumán,Noroeste,2001,31201
Aguilares,Río Chico,Tucumán,Noroeste,1991,26657
Aguilares,Río Chico,Tucumán,Noroeste,1980,21500
Aguilares,Río Chico,Tucumán,Noroeste,1970,13105
Aguilares,Río Chico,Tucumán,Noroeste,1960,10908
Villaguay,Villaguay,Entre Ríos,Pampeana,2010,32881
Villaguay,Villaguay,Entre Ríos,Pampeana,2001,29103
Villaguay,Villaguay,Entre Ríos,Pampeana,1991,23546
Villaguay,Villaguay,Entre Ríos,Pampeana,1980,18762
Villaguay,Villaguay,Entre Ríos,Pampeana,1970,15591
Villaguay,Villaguay,Entre Ríos,Pampeana,1960,14700
Chajarí,Federación,Entre Ríos,Pampeana,2010,32734
Chajarí,Federación,Entre Ríos,Pampeana,2001,28303
Chajarí,Federación,Entre Ríos,Pampeana,1991,20816
Chajarí,Federación,Entre Ríos,Pampeana,1980,15223
Chajarí,Federación,Entre Ríos,Pampeana,1970,10720
Chajarí,Federación,Entre Ríos,Pampeana,1960,12000
Esquel ,Futaleufú,Chubut,Noreste,2010,32343
Esquel ,Futaleufú,Chubut,Noreste,2001,28089
Esquel ,Futaleufú,Chubut,Noreste,1991,22978
Esquel ,Futaleufú,Chubut,Noreste,1980,17277
Esquel ,Futaleufú,Chubut,Noreste,1970,13771
Esquel ,Futaleufú,Chubut,Noreste,1960,9900
Termas de Río Hondo ,Río Hondo,Santiago del Estero,Pampeana,2010,32166
Termas de Río Hondo ,Río Hondo,Santiago del Estero,Pampeana,2001,27838
Termas de Río Hondo ,Río Hondo,Santiago del Estero,Pampeana,1991,23447
Termas de Río Hondo ,Río Hondo,Santiago del Estero,Pampeana,1980,20772
Termas de Río Hondo ,Río Hondo,Santiago del Estero,Pampeana,1970,11447
Termas de Río Hondo ,Río Hondo,Santiago del Estero,Pampeana,1960,7412
Zapala ,Zapala,Neuquén,Comahue,2010,32097
Zapala ,Zapala,Neuquén,Comahue,2001,31231
Zapala ,Zapala,Neuquén,Comahue,1991,26809
Zapala ,Zapala,Neuquén,Comahue,1980,18286
Zapala ,Zapala,Neuquén,Comahue,1970,11385
Zapala ,Zapala,Neuquén,Comahue,1960,6600
Pehuajó ,Pehuajó,Buenos Aires,Pampeana,2010,31533
Pehuajó ,Pehuajó,Buenos Aires,Pampeana,2001,29639
Pehuajó ,Pehuajó,Buenos Aires,Pampeana,1991,27685
Pehuajó ,Pehuajó,Buenos Aires,Pampeana,1980,25454
Pehuajó ,Pehuajó,Buenos Aires,Pampeana,1970,21078
Pehuajó ,Pehuajó,Buenos Aires,Pampeana,1960,16947
General Güemes ,General Güemes,Salta,Noroeste,2010,31494
General Güemes ,General Güemes,Salta,Noroeste,2001,27917
General Güemes ,General Güemes,Salta,Noroeste,1991,22180
General Güemes ,General Güemes,Salta,Noroeste,1980,15510
General Güemes ,General Güemes,Salta,Noroeste,1970,11159
General Güemes ,General Güemes,Salta,Noroeste,1960,8748
Rivadavia,Rivadavia,Mendoza,Cuyo,2010,31038
Rivadavia,Rivadavia,Mendoza,Cuyo,2001,26792
Rivadavia,Rivadavia,Mendoza,Cuyo,1991,21770
Rivadavia,Rivadavia,Mendoza,Cuyo,1980,14901
Rivadavia,Rivadavia,Mendoza,Cuyo,1970,13072
Rivadavia,Rivadavia,Mendoza,Cuyo,1960,10088
Cruz del Eje,Cruz del Eje,Córdoba,Centro,2010,30680
Cruz del Eje,Cruz del Eje,Córdoba,Centro,2001,28166
Cruz del Eje,Cruz del Eje,Córdoba,Centro,1991,26881
Cruz del Eje,Cruz del Eje,Córdoba,Centro,1980,23487
Cruz del Eje,Cruz del Eje,Córdoba,Centro,1970,23401
Cruz del Eje,Cruz del Eje,Córdoba,Centro,1960,22026
Gobernador Agr. Valentín Virasoro ,Santo Tomé,Corrientes,Noreste,2010,30666
Gobernador Agr. Valentín Virasoro ,Santo Tomé,Corrientes,Noreste,2001,26018
Gobernador Agr. Valentín Virasoro ,Santo Tomé,Corrientes,Noreste,1991,16562
Gobernador Agr. Valentín Virasoro ,Santo Tomé,Corrientes,Noreste,1980,8598
Gobernador Agr. Valentín Virasoro ,Santo Tomé,Corrientes,Noreste,1970,4302
Gobernador Agr. Valentín Virasoro ,Santo Tomé,Corrientes,Noreste,1960,1993
Victoria,Victoria,Entre Ríos,Pampeana,2010,30623
Victoria,Victoria,Entre Ríos,Pampeana,2001,27812
Victoria,Victoria,Entre Ríos,Pampeana,1991,22931
Victoria,Victoria,Entre Ríos,Pampeana,1980,18894
Victoria,Victoria,Entre Ríos,Pampeana,1970,17046
Victoria,Victoria,Entre Ríos,Pampeana,1960,17400
Villa Regina,General Roca,Río Negro,Comahue,2010,30028
Villa Regina,General Roca,Río Negro,Comahue,2001,27516
Villa Regina,General Roca,Río Negro,Comahue,1991,24472
Villa Regina,General Roca,Río Negro,Comahue,1980,18375
Villa Regina,General Roca,Río Negro,Comahue,1970,14412
Villa Regina,General Roca,Río Negro,Comahue,1960,8252
Cañuelas,Cañuelas,Buenos Aires,Pampeana,2010,29974
Cañuelas,Cañuelas,Buenos Aires,Pampeana,2001,24380
Cañuelas,Cañuelas,Buenos Aires,Pampeana,1991,19016
Cañuelas,Cañuelas,Buenos Aires,Pampeana,1980,14705
Cañuelas,Cañuelas,Buenos Aires,Pampeana,1970,10390
Cañuelas,Cañuelas,Buenos Aires,Pampeana,1960,8842
General Alvear ,General Alvear,Mendoza,Cuyo,2010,29909
General Alvear ,General Alvear,Mendoza,Cuyo,2001,26342
General Alvear ,General Alvear,Mendoza,Cuyo,1991,23699
General Alvear ,General Alvear,Mendoza,Cuyo,1980,22914
General Alvear ,General Alvear,Mendoza,Cuyo,1970,18836
General Alvear ,General Alvear,Mendoza,Cuyo,1960,14266
Lobos ,Lobos,Buenos Aires,Pampeana,2010,29868
Lobos ,Lobos,Buenos Aires,Pampeana,2001,26937
Lobos ,Lobos,Buenos Aires,Pampeana,1991,22851
Lobos ,Lobos,Buenos Aires,Pampeana,1980,19794
Lobos ,Lobos,Buenos Aires,Pampeana,1970,16788
Lobos ,Lobos,Buenos Aires,Pampeana,1960,15522
Miramar - El Marquesado ,General Alvarado,Buenos Aires,Pampeana,2010,29629
Miramar - El Marquesado ,General Alvarado,Buenos Aires,Pampeana,2001,24517
Miramar - El Marquesado ,General Alvarado,Buenos Aires,Pampeana,1991,19655
Miramar - El Marquesado ,General Alvarado,Buenos Aires,Pampeana,1980,15957
Miramar - El Marquesado ,General Alvarado,Buenos Aires,Pampeana,1970,10512
Miramar - El Marquesado ,General Alvarado,Buenos Aires,Pampeana,1960,7782
Villa Gesell,Villa Gesell,Buenos Aires,Pampeana,2010,29593
Villa Gesell,Villa Gesell,Buenos Aires,Pampeana,2001,23257
Villa Gesell,Villa Gesell,Buenos Aires,Pampeana,1991,15555
Villa Gesell,Villa Gesell,Buenos Aires,Pampeana,1980,11632
Villa Gesell,Villa Gesell,Buenos Aires,Pampeana,1970,5341
Villa Gesell,Villa Gesell,Buenos Aires,Pampeana,1960,1374
Cañada de Gómez,Iriondo,Santa Fe,Pampeana,2010,29205
Cañada de Gómez,Iriondo,Santa Fe,Pampeana,2001,28965
Cañada de Gómez,Iriondo,Santa Fe,Pampeana,1991,27500
Cañada de Gómez,Iriondo,Santa Fe,Pampeana,1980,24569
Cañada de Gómez,Iriondo,Santa Fe,Pampeana,1970,20611
Cañada de Gómez,Iriondo,Santa Fe,Pampeana,1960,16874
Bella Vista,Bella Vista,Corrientes,Noreste,2010,29071
Bella Vista,Bella Vista,Corrientes,Noreste,2001,25393
Bella Vista,Bella Vista,Corrientes,Noreste,1991,21192
Bella Vista,Bella Vista,Corrientes,Noreste,1980,14229
Bella Vista,Bella Vista,Corrientes,Noreste,1970,10554
Bella Vista,Bella Vista,Corrientes,Noreste,1960,8334
Tunuyán  ,Tunuyán,Mendoza,Cuyo,2010,28859
Tunuyán  ,Tunuyán,Mendoza,Cuyo,2001,25170
Tunuyán  ,Tunuyán,Mendoza,Cuyo,1991,20260
Tunuyán  ,Tunuyán,Mendoza,Cuyo,1980,14719
Tunuyán  ,Tunuyán,Mendoza,Cuyo,1970,10813
Tunuyán  ,Tunuyán,Mendoza,Cuyo,1960,7870
Baradero,Baradero,Buenos Aires,Pampeana,2010,28537
Baradero,Baradero,Buenos Aires,Pampeana,2001,24901
Baradero,Baradero,Buenos Aires,Pampeana,1991,23690
Baradero,Baradero,Buenos Aires,Pampeana,1980,20259
Baradero,Baradero,Buenos Aires,Pampeana,1970,16026
Baradero,Baradero,Buenos Aires,Pampeana,1960,13434
Mar de Ajó - San Bernardo,La Costa,Buenos Aires,Pampeana,2010,28466
Mar de Ajó - San Bernardo,La Costa,Buenos Aires,Pampeana,2001,25475
Mar de Ajó - San Bernardo,La Costa,Buenos Aires,Pampeana,1991,17016
Mar de Ajó - San Bernardo,La Costa,Buenos Aires,Pampeana,1980,11915
Mar de Ajó - San Bernardo,La Costa,Buenos Aires,Pampeana,1970,5519
Mar de Ajó - San Bernardo,La Costa,Buenos Aires,Pampeana,1960,2390
San José de Metán ,Metán,Salta,Noroeste,2010,28295
San José de Metán ,Metán,Salta,Noroeste,2001,27453
San José de Metán ,Metán,Salta,Noroeste,1991,23024
San José de Metán ,Metán,Salta,Noroeste,1980,18913
San José de Metán ,Metán,Salta,Noroeste,1970,14615
San José de Metán ,Metán,Salta,Noroeste,1960,12849
Caucete ,Caucete,San Juan,Cuyo,2010,28222
Caucete ,Caucete,San Juan,Cuyo,2001,24589
Caucete ,Caucete,San Juan,Cuyo,1991,19698
Caucete ,Caucete,San Juan,Cuyo,1980,14519
Caucete ,Caucete,San Juan,Cuyo,1970,6000
Caucete ,Caucete,San Juan,Cuyo,1960,6000
General José de San Martín ,Libertador Gral. San Martín,Chaco,Noreste,2010,28124
General José de San Martín ,Libertador Gral. San Martín,Chaco,Noreste,2001,25781
General José de San Martín ,Libertador Gral. San Martín,Chaco,Noreste,1991,19243
General José de San Martín ,Libertador Gral. San Martín,Chaco,Noreste,1980,16308
General José de San Martín ,Libertador Gral. San Martín,Chaco,Noreste,1970,9588
General José de San Martín ,Libertador Gral. San Martín,Chaco,Noreste,1960,4329
Lincoln ,Lincoln,Buenos Aires,Pampeana,2010,28051
Lincoln ,Lincoln,Buenos Aires,Pampeana,2001,26919
Lincoln ,Lincoln,Buenos Aires,Pampeana,1991,24397
Lincoln ,Lincoln,Buenos Aires,Pampeana,1980,20198
Lincoln ,Lincoln,Buenos Aires,Pampeana,1970,17391
Lincoln ,Lincoln,Buenos Aires,Pampeana,1960,15477
San Martín de los Andes ,Lácar,Neuquén,Comahue,2010,27956
San Martín de los Andes ,Lácar,Neuquén,Comahue,2001,22432
San Martín de los Andes ,Lácar,Neuquén,Comahue,1991,14842
San Martín de los Andes ,Lácar,Neuquén,Comahue,1980,9528
San Martín de los Andes ,Lácar,Neuquén,Comahue,1970,5960
San Martín de los Andes ,Lácar,Neuquén,Comahue,1960,3327
Salto,Salto,Buenos Aires,Pampeana,2010,27466
Salto,Salto,Buenos Aires,Pampeana,2001,23816
Salto,Salto,Buenos Aires,Pampeana,1991,20949
Salto,Salto,Buenos Aires,Pampeana,1980,18507
Salto,Salto,Buenos Aires,Pampeana,1970,14551
Salto,Salto,Buenos Aires,Pampeana,1960,13000
Juan José Castelli ,General Güemes,Chaco,Noreste,2010,27201
Juan José Castelli ,General Güemes,Chaco,Noreste,2001,24333
Juan José Castelli ,General Güemes,Chaco,Noreste,1991,12474
Juan José Castelli ,General Güemes,Chaco,Noreste,1980,6544
Juan José Castelli ,General Güemes,Chaco,Noreste,1970,3679
Juan José Castelli ,General Güemes,Chaco,Noreste,1960,2900
Marcos Juarez,Marcos Juárez,Córdoba,Centro,2010,27004
Marcos Juarez,Marcos Juárez,Córdoba,Centro,2001,24226
